Time,Last Price,Last Size,Last Exchange,Bid Price,Bid Size,Bid Exchange,Ask Price,Ask Exchange,Ask Size,Trade Condition
15:31:03 ET,50.08,26,Q,50.06,5,Q,50.09,DEX,6,--
15:31:03 ET,50.08,100,Q,50.06,5,Q,50.08,Q,1,--
15:31:03 ET,50.08,100,Q,50.06,5,Q,50.08,Q,1,--
15:31:03 ET,50.08,100,Q,50.06,5,Q,50.08,Q,1,--
15:31:03 ET,50.08,100,Q,50.06,4,Q,50.08,Q,4,--
15:30:57 ET,50.0799,100,DF,50.06,4,Q,50.08,Q,5,--
15:30:46 ET,50.0729,25,DF,50.06,4,Q,50.08,Q,6,--
15:30:42 ET,50.0799,100,DF,50.06,4,Q,50.08,Q,2,--
15:30:34 ET,50.09,100,Q,50.09,1,Q,50.1,Q,3,--
15:30:16 ET,50.07,3,DF,50.07,1,Q,50.1,Q,3,--
15:30:04 ET,50.1,100,DF,50.07,1,Q,50.11,Q,6,--
15:30:04 ET,50.095,100,DF,50.09,1,N,50.11,Q,2,--
15:30:04 ET,50.11,55,IX,50.08,1,Q,50.11,Q,2,--
15:30:04 ET,50.1,20,Z,50.09,1,Q,50.11,Z,2,--
15:30:04 ET,50.1,5,Q,50.09,1,Q,50.11,Z,2,--
15:30:02 ET,50.1032,10,DF,50.08,1,Q,50.11,Z,2,--
15:29:51 ET,50.08,100,DF,50.07,1,PH,50.09,Q,1,--
15:29:51 ET,50.07,100,DF,50.07,1,PH,50.09,Q,1,--
15:29:45 ET,50.09,100,P,50.08,2,DEX,50.09,N,1,--
15:29:45 ET,50.11,100,Z,50.07,2,Q,50.09,N,1,--
15:29:45 ET,50.11,100,Z,50.06,4,Q,50.09,N,1,--
15:29:45 ET,50.08,100,Q,50.06,4,Q,50.08,Q,1,--
15:29:45 ET,50.08,100,Q,50.05,2,Q,50.09,Q,2,--
15:29:38 ET,50.07,100,Q,50.06,4,Q,50.1,Q,1,--
15:29:38 ET,50.07,21,Q,50.06,4,Q,50.1,Q,1,--
15:29:28 ET,50.07,100,DF,50.07,2,Q,50.1,Q,1,--
15:29:22 ET,50.0701,16,DF,50.07,1,Q,50.11,Z,2,--
15:29:13 ET,50.07,10,DF,50.07,1,Q,50.11,Z,2,--
15:29:09 ET,50.08,1,DF,50.08,1,DEX,50.11,Q,2,--
15:29:09 ET,50.1,20,Q,50.07,5,Q,50.11,Z,2,--
15:29:09 ET,50.1,40,Q,50.07,5,Q,50.11,Z,2,--
15:29:09 ET,50.09,100,Q,50.06,3,Q,50.09,Q,1,--
15:29:08 ET,50.07,100,DEX,50.05,1,PH,50.08,Q,1,--
15:28:59 ET,50.05,100,DF,50.04,1,Q,50.07,Q,1,--
15:28:49 ET,50.06,10,DF,50.04,1,Q,50.07,Q,1,--
15:28:49 ET,50.06,2,DEX,50.04,1,IX,50.07,Q,1,--
15:28:41 ET,50.06,100,Z,50.06,1,Q,50.09,N,1,--
15:28:30 ET,50.06,10,DF,50.04,2,Q,50.06,Z,1,--
15:28:26 ET,50.0494,145,DF,50.04,2,Q,50.06,Z,1,--
15:28:22 ET,50.05,48,Q,50.03,1,Q,50.06,Z,1,--
15:28:03 ET,50.0439,15,DF,50.03,1,Q,50.06,Q,1,--
15:27:37 ET,50.0485,20,DF,50.03,1,Q,50.06,Q,1,--
15:27:33 ET,50.04,125,Q,50.03,2,Q,50.05,Z,1,--
15:27:29 ET,50.03,150,DF,50.03,2,Q,50.04,Q,1,--
15:27:26 ET,50.03,100,Q,50.02,3,Q,50.04,Q,1,--
15:27:26 ET,50.03,90,Q,50.02,3,Q,50.04,Q,1,--
15:27:26 ET,50.03,10,Q,50.03,1,Q,50.04,Q,1,--
15:27:07 ET,50.0313,50,DF,50.02,1,Q,50.04,Q,3,--
15:26:58 ET,50.0301,100,DF,50.02,2,Z,50.04,Q,1,--
15:26:46 ET,50.02,170,P,50.01,1,DEX,50.04,Q,3,--
15:26:41 ET,50.03,100,DF,50.03,1,Q,50.05,Q,3,--
15:26:35 ET,50.05,2,DEX,50.02,1,Q,50.06,Q,1,--
15:26:35 ET,50.04,64,Q,50.02,1,Q,50.05,Z,1,--
15:26:23 ET,50.03,2,Q,50.01,1,Z,50.04,Q,3,--
15:26:22 ET,50.02,100,Q,50.01,1,Z,50.03,Q,3,--
15:26:22 ET,50.02,1,DEX,50.02,1,Q,50.03,Q,3,--
15:26:22 ET,50.02,1,Z,50.01,1,Q,50.03,Q,2,--
15:26:22 ET,50.01,1,DEX,50.01,1,Q,50.03,Q,2,--
15:26:22 ET,50.01,1,Z,50.01,1,Q,50.03,Q,2,--
15:26:22 ET,50.01,1,DEX,50.01,1,Z,50.03,Q,2,--
15:26:22 ET,50.01,1,Z,50.01,1,DEX,50.03,Q,2,--
15:26:22 ET,50.02,100,Q,50.01,1,DEX,50.03,Q,1,--
15:26:22 ET,50.01,100,Q,50.01,1,DEX,50.03,Q,1,--
15:25:16 ET,50.0101,1,DF,50.01,1,DEX,50.04,Z,1,--
15:25:03 ET,50.03,16,DF,50.01,1,DEX,50.05,Q,1,--
15:25:03 ET,50.01,16,DF,50.01,1,DEX,50.05,Q,1,--
15:25:03 ET,50.01,300,DF,50.01,1,DEX,50.05,Q,1,--
15:25:03 ET,50.0262,300,DF,50.01,1,DEX,50.05,Q,1,--
15:24:53 ET,50.05,100,DF,49.99,4,Q,50.05,Q,1,--
15:24:51 ET,50.0222,20,DF,49.99,2,N,50.05,Q,1,--
15:24:51 ET,50.02,300,DF,49.99,2,N,50.05,Q,1,--
15:24:42 ET,50.0389,50,DF,49.99,2,N,50.05,Q,1,--
15:24:39 ET,50.0302,200,DF,49.99,1,DEA,50.04,Z,1,--
15:24:35 ET,50.0262,1,DF,49.99,1,DEA,50.04,Z,1,--
15:23:59 ET,50.01,220,DF,50.01,1,DEX,50.04,Z,1,--
15:23:59 ET,50.014,220,DF,50.01,1,DEX,50.04,Z,1,--
15:23:28 ET,49.99,100,DF,49.97,1,Q,50.01,Q,3,--
15:23:28 ET,49.99,30,DF,49.97,1,Q,50.01,Q,3,--
15:23:28 ET,50,30,Q,49.99,1,IX,50.01,Z,3,--
15:23:28 ET,50,75,DF,49.99,1,IX,50,Z,1,--
15:23:28 ET,50,10,Z,49.99,1,IX,50.01,Q,3,--
15:23:28 ET,50,98,DEX,49.99,1,IX,50.01,Q,3,--
15:23:28 ET,50,1,DEX,49.99,1,IX,50.01,Q,3,--
15:23:28 ET,50,1,DEX,49.99,1,IX,50,DEX,1,--
15:23:28 ET,50,100,Q,49.99,1,IX,50,DEX,1,--
15:23:28 ET,50,4,DEX,49.98,1,Q,50,Q,1,--
15:23:28 ET,50,100,P,49.97,1,BYX,50,DEX,1,--
15:23:25 ET,49.98,10,DF,49.97,1,Q,50,P,1,--
15:23:22 ET,49.99,100,Z,49.97,1,Q,50,P,1,--
15:23:20 ET,49.99,2,DF,49.97,1,Q,49.99,Z,1,--
15:23:18 ET,49.98,15,DF,49.97,1,Q,49.99,Z,1,--
15:23:16 ET,49.9899,10,DF,49.97,1,Q,49.99,Z,1,--
15:23:15 ET,49.98,50,DF,49.97,1,Q,49.99,Z,1,--
15:23:08 ET,49.9719,111,DF,49.96,1,DEX,49.99,Z,1,--
15:22:53 ET,49.9874,50,DF,49.96,2,Q,49.99,Z,1,--
15:22:37 ET,49.98,100,Q,49.95,24,DEX,49.99,DEX,1,--
15:22:37 ET,49.98,100,Q,49.95,24,DEX,49.98,Q,1,--
15:22:35 ET,49.9799,25,DF,49.95,24,DEX,49.98,Q,2,--
15:22:35 ET,49.95,10,DF,49.95,24,DEX,49.97,N,1,--
15:22:35 ET,49.95,128,DF,49.95,24,DEX,49.97,N,1,--
15:22:35 ET,49.96,1,DEX,49.96,1,IX,49.98,Q,2,--
15:22:35 ET,49.96,1,DEX,49.96,1,IX,49.98,Q,2,--
15:22:35 ET,49.96,18,DEX,49.96,1,IX,49.98,Q,2,--
15:22:35 ET,49.97,10,Q,49.96,1,IX,49.98,Q,3,--
15:22:35 ET,49.95,600,Z,49.96,1,IX,49.98,Q,2,--
15:22:35 ET,49.96,100,Q,49.96,1,IX,49.99,Z,1,--
15:22:28 ET,49.96,200,DF,49.96,1,Q,49.99,Q,1,--
15:22:28 ET,49.96,1,DEX,49.96,1,DEA,49.99,Q,1,--
15:22:28 ET,49.96,1,DEX,49.96,1,BYX,49.99,Q,1,--
15:22:28 ET,49.96,100,Q,49.96,1,DEX,49.99,Q,1,--
15:22:25 ET,49.98,100,DEA,49.98,1,N,50,Q,3,--
15:22:25 ET,49.98,100,Q,49.96,1,DEX,49.99,Z,1,--
15:22:14 ET,49.98,100,Q,49.96,1,DEX,49.99,Q,3,--
15:22:14 ET,49.9746,100,DF,49.96,1,DEX,49.98,Q,1,--
15:22:11 ET,49.99,984,DF,49.96,2,Q,49.99,Q,2,--
15:21:51 ET,49.9727,90,DF,49.96,1,Q,49.99,Q,8,--
15:21:42 ET,49.97,28,Q,49.96,1,DEX,49.99,Q,6,--
15:21:42 ET,49.97,100,Q,49.97,1,Q,49.99,Q,8,--
15:21:42 ET,49.97,28,DF,49.97,1,Q,49.99,Q,8,--
15:21:42 ET,49.98,100,Q,49.97,1,Q,49.99,Q,5,--
15:21:42 ET,49.97,100,Q,49.96,2,Q,49.99,Q,7,--
15:21:42 ET,49.97,100,DF,49.97,1,Q,49.99,Q,6,--
15:21:42 ET,49.97,100,DF,49.97,1,Q,49.99,Q,6,--
15:21:42 ET,49.97,100,DF,49.97,1,Q,49.99,Q,6,--
15:21:42 ET,49.99,279,P,49.97,1,Q,49.99,Q,6,--
15:21:42 ET,49.99,100,DEA,49.97,1,Q,49.99,P,6,--
15:21:42 ET,49.99,179,DEX,49.96,2,Q,49.99,P,6,--
15:21:42 ET,49.99,100,DEX,49.96,2,Q,49.99,DEX,7,--
15:21:42 ET,49.99,179,Z,49.96,2,Q,49.99,DEX,8,--
15:21:42 ET,49.99,100,Z,49.96,2,Q,49.99,Z,8,--
15:21:42 ET,49.99,179,Q,49.96,2,Q,49.99,Z,8,--
15:21:42 ET,49.99,100,Q,49.96,2,Q,49.99,Z,8,--
15:21:34 ET,49.98,100,BYX,49.97,1,Q,49.99,Z,1,--
15:21:34 ET,49.98,100,Q,49.97,1,Q,49.98,Q,1,--
15:21:34 ET,49.97,100,Q,49.96,1,Q,49.98,Q,2,--
15:21:23 ET,49.97,100,Q,49.96,2,Q,49.98,Q,3,--
15:21:23 ET,49.97,100,Q,49.97,1,Q,49.98,Q,3,--
15:21:23 ET,49.97,100,Q,49.96,1,Q,49.98,Q,1,--
15:21:23 ET,49.97,62,Q,49.96,1,Q,49.97,Q,1,--
15:21:23 ET,49.96,100,Q,49.95,24,DEX,49.97,Q,1,--
15:21:22 ET,49.97,38,Q,49.96,1,Q,49.98,Q,6,--
15:21:22 ET,49.97,62,Q,49.97,1,Q,49.98,Q,3,--
15:21:22 ET,49.96,100,Q,49.95,24,DEX,49.98,Q,5,--
15:21:22 ET,49.97,100,Q,49.96,1,Q,49.98,Q,4,--
15:21:22 ET,49.97,12,Q,49.96,1,Q,49.97,Q,1,--
15:21:22 ET,49.97,12,Q,49.96,1,Q,49.97,Q,1,--
15:21:22 ET,49.97,12,Q,49.96,1,Q,49.97,Q,1,--
15:21:22 ET,49.97,12,Q,49.96,1,Q,49.97,Q,1,--
15:21:22 ET,49.97,5,Q,49.96,1,Q,49.97,Q,1,--
15:21:22 ET,49.97,12,Q,49.96,1,Q,49.97,Q,1,--
15:21:21 ET,49.96,100,Q,49.95,24,DEX,49.97,Q,2,--
15:21:21 ET,49.96,100,Q,49.95,24,DEX,49.97,Q,2,--
15:21:21 ET,49.96,100,Q,49.96,1,Q,49.97,Q,2,--
15:21:20 ET,49.96,100,Q,49.95,24,DEX,49.97,Q,2,--
15:21:20 ET,49.96,100,Q,49.96,1,Q,49.97,Q,2,--
15:21:20 ET,49.97,100,Q,49.96,2,Q,49.98,Q,5,--
15:21:20 ET,49.96,100,Q,49.95,24,DEX,49.98,Q,5,--
15:21:19 ET,49.9754,50,DF,49.96,1,Q,49.98,Q,5,--
15:21:17 ET,49.96,100,Q,49.95,24,DEX,49.98,Q,1,--
15:21:17 ET,49.97,100,Q,49.97,1,Q,49.98,Q,1,--
15:21:17 ET,49.96,100,DEX,49.97,1,Q,49.98,Q,1,--
15:21:17 ET,49.97,100,Q,49.96,2,Q,49.99,DEX,1,--
15:21:17 ET,49.98,100,Q,49.98,1,Q,49.99,DEX,1,--
15:21:17 ET,49.97,100,Q,49.97,1,Q,49.98,Z,1,--
15:21:17 ET,49.97,100,Q,49.96,2,Q,49.99,Z,1,--
15:21:17 ET,49.96,100,DEA,49.96,2,Q,49.99,Z,1,--
15:21:17 ET,49.97,100,Q,49.96,2,Q,49.99,Z,1,--
15:21:17 ET,49.97,100,Q,49.97,1,Q,49.99,Z,1,--
15:21:17 ET,49.97,100,Q,49.96,2,Q,49.99,DEA,1,--
15:21:17 ET,49.96,100,Q,49.95,24,DEX,49.99,Z,3,--
15:21:16 ET,49.9784,20,DF,49.96,1,Q,49.99,Z,1,--
15:21:16 ET,49.96,20,DF,49.96,1,Q,49.99,Z,1,--
15:21:16 ET,49.96,100,Q,49.95,24,DEX,49.99,Z,2,--
15:21:16 ET,49.97,100,Q,49.96,1,DEX,49.99,Z,1,--
15:21:16 ET,49.97,100,Q,49.96,2,Q,50.01,BYX,4,--
15:21:16 ET,49.99,23,DF,49.97,1,Q,50.01,BYX,4,--
15:21:16 ET,49.98,100,DF,49.97,1,Q,50.01,Q,1,--
15:21:16 ET,49.98,100,DF,49.97,1,Q,50.01,N,1,--
15:21:16 ET,49.98,200,DF,49.97,1,Q,50.01,N,1,--
15:21:16 ET,49.985,100,DF,49.97,1,Q,50.01,N,1,--
15:21:16 ET,50.01,100,IX,49.97,1,Q,50,BYX,1,--
15:21:16 ET,49.98,100,Q,49.97,1,Z,50,BYX,1,--
15:21:16 ET,49.98,100,Q,49.97,3,Z,50,BYX,1,--
15:21:16 ET,50,100,BYX,49.97,2,Z,50,BYX,1,--
15:21:16 ET,49.99,100,Z,49.97,1,Q,50.01,IX,1,--
15:21:15 ET,49.97,100,DF,49.96,1,Q,49.99,Q,2,--
15:21:15 ET,49.97,100,DF,49.96,1,Q,49.99,Q,2,--
15:21:15 ET,49.97,100,P,49.96,1,DEX,49.98,Q,1,--
15:21:15 ET,49.97,100,N,49.97,1,P,49.98,Q,1,--
15:21:15 ET,49.97,100,Q,49.97,1,N,49.99,Q,2,--
15:21:15 ET,49.97,100,DEX,49.97,1,DEX,50.01,Q,2,--
15:21:15 ET,49.98,100,Q,49.97,2,Z,50.01,IX,1,--
15:21:15 ET,49.98,100,DF,49.98,1,Q,50.01,IX,1,--
15:21:15 ET,49.98,100,DF,49.98,1,Q,50.01,IX,1,--
15:21:15 ET,49.98,100,Q,49.98,1,IX,50.01,IX,1,--
15:21:15 ET,50.0141,8,DF,49.99,1,Q,50.03,Q,1,--
15:21:13 ET,49.99,100,DF,49.99,1,Q,50.01,P,2,--
15:21:13 ET,49.99,100,DF,49.99,1,Q,50.01,P,2,--
15:21:13 ET,49.99,100,DEX,49.97,1,DEX,50,DEX,1,--
15:21:13 ET,49.99,1,Z,49.99,1,IX,50,Q,1,--
15:21:13 ET,49.99,100,Q,49.99,1,IX,50.01,Q,3,--
15:21:13 ET,49.99,100,Q,49.99,2,Q,50.01,Q,3,--
15:21:13 ET,49.99,10,Q,49.99,2,Q,50.01,Q,3,--
15:21:13 ET,50,100,Q,49.99,2,Q,50.01,Q,2,--
15:20:38 ET,50.0135,3,DF,50.01,1,Q,50.03,Z,2,--
15:20:32 ET,49.9968,6,DF,49.99,1,BYX,50.02,IX,1,--
15:20:31 ET,50.0171,100,DF,49.99,1,IX,50.03,Q,2,--
15:20:27 ET,50.002,100,DF,49.99,1,Q,50.01,IX,1,--
15:20:27 ET,50.002,100,DF,49.99,1,Q,50.01,IX,1,--
15:20:27 ET,50.002,100,DF,49.99,1,Q,50.01,IX,1,--
15:20:27 ET,49.99,100,Q,49.99,1,Q,50.02,IX,1,--
15:20:27 ET,49.99,100,Q,49.99,1,Q,50.02,Q,3,--
15:20:27 ET,49.99,100,Q,49.99,1,Q,50.02,Q,3,--
15:20:23 ET,50.01,100,Q,49.99,2,Q,50.02,Z,1,--
15:20:22 ET,50.0023,600,DF,49.99,2,Q,50.01,Q,1,--
15:20:20 ET,49.99,100,Q,49.98,1,Q,50.01,P,3,--
15:20:20 ET,49.99,100,Q,49.98,1,Q,50.01,P,3,--
15:20:20 ET,50.01,100,IX,50,3,Z,50.02,Q,1,--
15:20:20 ET,50.01,100,P,50,3,Z,50.01,IX,1,--
15:20:20 ET,50.01,100,DEX,50,1,Q,50.01,P,1,--
15:20:20 ET,50.01,100,Q,49.99,2,Q,50.01,P,1,--
15:20:18 ET,50,100,DEX,49.99,2,Q,50,PH,1,--
15:20:18 ET,50,80,Q,49.99,1,Q,50,PH,1,--
15:20:18 ET,49.995,20,DF,49.99,1,Q,50,Q,1,--
15:20:18 ET,50,20,DF,49.99,1,Q,50,Q,1,--
15:20:18 ET,50,12,B,49.99,1,Q,50,Q,1,--
15:20:17 ET,49.99,100,Q,49.98,2,P,50,Q,3,--
15:20:17 ET,49.99,100,Q,49.99,1,Q,50.01,Q,3,--
15:20:17 ET,50,100,Q,49.99,1,IX,50.02,Q,4,--
15:20:17 ET,50,400,Q,50,5,Q,50.02,Q,4,--
15:20:17 ET,50,100,Q,50,6,Q,50.02,B,3,--
15:20:09 ET,50.01,102,Q,50,6,Q,50.03,Q,1,--
15:20:08 ET,50.01,1,DEX,50.01,1,DEX,50.02,Q,1,--
15:20:08 ET,50.01,1,Z,50.01,1,Z,50.02,Q,1,--
15:20:08 ET,50.02,100,BYX,50.02,1,Q,50.03,Q,2,--
15:20:08 ET,50.01,100,Q,50,7,Q,50.02,BYX,1,--
15:20:08 ET,50.02,100,Q,50,7,Q,50.02,BYX,1,--
15:20:04 ET,50.01,100,Q,50.01,1,Q,50.02,Q,1,--
15:20:03 ET,50.02,30,BYX,50,1,Q,50.02,IX,1,--
15:20:03 ET,50.02,100,Q,49.99,2,Q,50.02,IX,1,--
15:20:03 ET,50.01,100,Q,49.98,2,Q,50.01,P,1,--
15:19:55 ET,49.9801,200,DF,49.98,1,N,50.01,Q,2,--
15:19:48 ET,49.98,2,DEX,49.98,1,Q,50,NATL,1,--
15:19:41 ET,49.99,100,Q,49.98,1,P,50,Q,1,--
15:19:40 ET,49.9932,200,DF,49.99,1,Q,50,Q,1,--
15:19:40 ET,50,100,Q,49.99,1,Q,50.01,Q,2,--
15:19:40 ET,50,100,Q,49.99,1,Q,50.01,Q,2,--
15:19:21 ET,50.01,100,NATL,49.99,1,Q,50.01,IX,1,--
15:19:21 ET,50,100,DEX,49.99,2,Q,50,DEX,1,--
15:19:21 ET,49.99,100,Q,49.98,1,Q,50,DEX,1,--
15:19:19 ET,49.97,260,DF,49.97,2,Q,49.99,Q,1,--
15:19:19 ET,49.97,1,Z,49.98,1,Q,49.99,Q,1,--
15:19:19 ET,49.97,100,Q,49.97,1,Z,49.99,Q,1,--
15:19:12 ET,49.98,20,DF,49.97,1,Z,49.99,Q,1,--
15:18:50 ET,49.984,100,DF,49.98,1,Q,50,Q,2,--
15:18:50 ET,49.98,100,DF,49.98,1,Q,50,Q,2,--
15:18:50 ET,49.9844,200,DF,49.98,1,Q,50,Q,2,--
15:18:50 ET,49.98,200,DF,49.98,2,Q,50,Q,1,--
15:18:50 ET,49.982,300,DF,49.98,2,Q,50,Q,1,--
15:18:50 ET,49.98,300,DF,49.98,2,Q,50,Q,1,--
15:18:50 ET,49.983,100,P,49.98,2,Q,50,Q,1,--
15:18:50 ET,49.98,200,DF,49.98,2,Q,50,Q,1,--
15:18:50 ET,49.983,100,P,49.98,2,Q,50,Q,1,--
15:18:49 ET,49.98,94,Q,49.97,1,N,49.99,Q,1,--
15:18:41 ET,49.98,100,DF,49.98,1,Q,50,Q,1,--
15:18:41 ET,49.9858,100,DF,49.98,1,Q,50,Q,1,--
15:18:41 ET,49.99,100,DF,49.98,1,Q,50,Q,1,--
15:18:41 ET,49.99,100,DF,49.98,1,Q,50,Q,1,--
15:18:38 ET,50,100,DF,49.96,1,Q,49.99,Q,2,--
15:18:38 ET,49.99,2160,DF,49.96,1,Q,49.99,Q,2,--
15:18:38 ET,49.98,100,Q,49.96,1,IX,49.99,Q,2,--
15:18:38 ET,49.98,30,Q,49.98,1,Q,49.99,Q,2,--
15:18:38 ET,49.99,100,Q,49.98,1,Q,50,Q,3,--
15:18:38 ET,49.99,11,P,49.99,1,Q,50,Q,3,--
15:18:38 ET,49.99,15,DEX,49.99,1,Q,50,Q,3,--
15:18:38 ET,49.99,11,DEX,49.99,1,Q,50,Q,3,--
15:18:38 ET,49.99,100,Q,49.97,1,Z,50,Q,1,--
15:18:38 ET,50,30,DEX,49.97,1,Z,50.01,Q,5,--
15:18:38 ET,50,1840,DEX,49.97,1,Z,50.01,Q,5,--
15:18:38 ET,49.99,100,Q,50,18,DEX,50.01,Q,3,--
15:18:38 ET,50,93,NATL,50,20,DEX,50.02,Q,1,--
15:18:38 ET,50,107,NATL,50,20,DEX,50.02,Q,1,--
15:18:07 ET,50.03,70,Q,50.03,1,Q,50.04,Q,2,--
15:18:07 ET,50.02,100,NATL,50.02,1,A,50.03,Q,1,--
15:18:07 ET,50.03,100,DEX,50.03,1,DEX,50.03,Q,1,--
15:18:07 ET,50.03,570,DEX,50.03,1,DEX,50.04,Q,2,--
15:18:07 ET,50.03,100,Z,50.03,6,DEX,50.04,Q,2,--
15:17:57 ET,50.0426,22,DF,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.0407,10,DF,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.04,200,DF,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.033,30,P,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.03,600,DF,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.03,100,DF,50.03,6,DEX,50.05,Q,1,--
15:17:56 ET,50.04,100,DF,50.03,6,DEX,50.05,Q,2,--
15:17:56 ET,50.0435,200,DF,50.04,2,Z,50.06,Q,2,--
15:17:45 ET,50.04,33,DEX,50.03,6,DEX,50.04,Q,1,--
15:17:45 ET,50.04,75,DEX,50.04,1,DEX,50.04,Q,1,--
15:17:40 ET,50.05,70,Q,50.04,3,DEX,50.07,N,2,--
15:17:40 ET,50.05,30,Q,50.04,3,DEX,50.07,N,2,--
15:17:24 ET,50.0478,1,DF,50.04,1,DEX,50.05,Q,1,--
15:17:10 ET,50.045,30,DF,50.04,1,DEX,50.05,Q,1,--
15:16:39 ET,50.05,100,Q,50.04,1,DEX,50.06,Q,2,--
15:16:32 ET,50.0651,100,DF,50.05,1,Q,50.08,Q,1,--
15:16:19 ET,50.078,100,DF,50.05,1,Q,50.08,Q,1,--
15:16:19 ET,50.0671,4900,DF,50.05,1,Q,50.08,Q,1,--
15:16:18 ET,50.08,2,DF,50.05,1,Q,50.08,Q,1,--
15:16:15 ET,50.078,15,DF,50.05,1,Q,50.08,Q,1,--
15:16:09 ET,50.0726,32,DF,50.05,1,Q,50.08,Q,1,--
15:15:56 ET,50.055,4,DF,50.04,2,Q,50.07,Q,1,--
15:15:47 ET,50.055,100,DF,50.04,2,Q,50.07,Q,1,--
15:15:39 ET,50.05,10,DF,50.05,1,Q,50.09,BYX,1,--
15:15:38 ET,50.0767,30,DF,50.05,1,Q,50.09,BYX,1,--
15:15:27 ET,50.06,25,Z,50.04,1,DEX,50.09,Q,2,--
15:15:27 ET,50.06,75,Z,50.04,1,BYX,50.09,Q,2,--
15:15:21 ET,50.09,1653,DF,50.07,2,Z,50.09,Q,1,--
15:15:21 ET,50.07,100,DF,50.07,2,Z,50.09,Q,1,--
15:15:21 ET,50.07,47,DF,50.07,2,Z,50.09,Q,1,--
15:15:21 ET,50.08,100,DF,50.07,2,Z,50.09,Q,1,--
15:15:21 ET,50.08,47,DEX,50.06,3,Q,50.09,Q,2,--
15:15:21 ET,50.08,100,Q,50.06,1,Z,50.09,Q,2,--
15:15:21 ET,50.06,100,DF,50.06,1,Z,50.08,Q,1,--
15:15:21 ET,50.06,100,Q,50.05,2,Q,50.07,IX,1,--
15:15:14 ET,50.0565,110,DF,50.05,1,Q,50.06,Q,1,--
15:15:12 ET,50.0521,150,DF,50.04,1,DEX,50.06,IX,1,--
15:15:12 ET,50.05,6,DF,50.04,1,DEX,50.06,IX,1,--
15:15:04 ET,50.0708,150,DF,50.06,1,Q,50.09,Q,3,--
15:14:55 ET,50.1,25,DF,50.06,2,Z,50.1,Q,3,--
15:14:38 ET,50.08,3,DEX,50.06,3,Q,50.09,N,1,--
15:14:38 ET,50.08,100,DEX,50.06,3,Q,50.09,Z,1,--
15:14:38 ET,50.07,75,Q,50.06,3,Q,50.08,DEX,1,--
15:14:38 ET,50.07,75,Q,50.06,3,Q,50.08,DEX,1,--
15:14:36 ET,50.044,150,DF,50.04,1,Q,50.06,PH,1,--
15:14:29 ET,50.04,100,Q,50.03,5,DEX,50.06,Q,2,--
15:14:10 ET,50.056,100,DF,50.03,5,DEX,50.06,Q,2,--
15:13:53 ET,50.05,100,PH,50.04,1,Q,50.06,DEX,1,--
15:13:53 ET,50.05,100,Q,50.04,1,Q,50.06,DEX,1,--
15:13:53 ET,50.05,100,B,50.04,1,Q,50.05,PH,1,--
15:13:50 ET,50.0406,300,DF,50.03,5,DEX,50.05,Q,2,--
15:13:49 ET,50.0373,100,DF,50.03,5,DEX,50.05,Q,2,--
15:13:43 ET,50.03,400,DF,50.03,5,DEX,50.05,Q,2,--
15:13:19 ET,50.04,100,Q,50.03,5,DEX,50.05,Q,2,--
15:13:00 ET,50.04,325,DF,50.03,5,DEX,50.05,Q,2,--
15:13:00 ET,50.04,200,DF,50.03,5,DEX,50.05,Q,2,--
15:12:52 ET,50.0378,20,DF,50.03,5,DEX,50.05,Q,2,--
15:12:52 ET,50.04,75,DEX,50.04,1,DEX,50.05,Q,2,--
15:12:52 ET,50.05,100,Q,50.04,1,DEX,50.06,Q,4,--
15:12:51 ET,50.045,3,DF,50.04,1,DEX,50.05,Q,3,--
15:12:44 ET,50.04,100,BYX,50.03,5,DEX,50.06,NATL,1,--
15:12:39 ET,50.039,100,BYX,50.01,2,Q,50.04,Q,2,--
15:12:20 ET,50.0399,2,DF,50.01,2,Q,50.04,Q,2,--
15:12:09 ET,50.0253,50,DF,50.01,2,Q,50.04,Q,2,--
15:11:39 ET,50.03,100,DEX,50.01,3,Q,50.03,DEX,1,--
15:11:37 ET,50.0101,9,DF,50.01,3,Q,50.03,DEX,1,--
15:11:34 ET,50.03,50,Q,50.03,1,Q,50.04,Q,3,--
15:11:25 ET,50.034,270,DF,50.03,1,Q,50.04,Q,3,--
15:11:20 ET,50.03,50,Q,50.02,2,Q,50.04,Q,2,--
15:11:20 ET,50.03,42,Q,50.02,2,Q,50.04,Z,2,--
15:11:20 ET,50.03,100,BYX,50.02,2,Q,50.04,Z,2,--
15:11:20 ET,50.03,8,Q,50.02,2,Q,50.03,BYX,1,--
15:10:25 ET,50.0398,10,DF,50.02,2,Q,50.04,Q,2,--
15:10:07 ET,50.03,100,DEX,50.02,1,DEX,50.04,Q,2,--
15:10:07 ET,50.03,100,Q,50.02,1,DEX,50.04,Q,2,--
15:10:02 ET,50.0338,40,DF,50.02,1,DEX,50.04,Q,1,--
15:10:01 ET,50.0201,58,DF,50.02,1,DEX,50.04,Q,1,--
15:09:55 ET,50.03,100,DEX,50.03,1,DEX,50.04,Q,1,--
15:09:54 ET,50.04,100,IX,50.03,1,DEX,50.04,IX,1,--
